"Lng","Lat","tradeTime","activeDays","followers","totalPrice","price","square","livingRoom","drawingRoom","kitchen","bathRoom","floor","buildingType","constructionTime","renovationCondition","buildingStructure","ladderRatio","elevator","fiveYearsProperty","subway","district","communityAverage"
116.435471,40.109315,"2016-06-29",31,21,230,30667,75,2,1,1,1,7,"plate","1998","hardcover","mixed",0.5,"No elevator","No five years property","No subway",6,34854
116.274464,40.123882,"2016-06-28",31,19,256,30118,85,2,1,1,1,14,"plate","2012","other","steel-concrete composite",0.5,"Elevator","No five years property","No subway",6,47447
116.169065,39.762892,"2016-09-27",122,24,400,32787,122,3,2,1,2,10,"plate","2010","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",5,37148
116.558938,39.922567,"2016-08-06",70,69,188,35947,52.3,2,1,1,1,5,"plate","1978","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,48116
116.514014,39.921793,"2016-07-27",59,62,385,40958,94,3,2,1,1,14,"combination of plate and tower","2000","other","steel-concrete composite",0.091,"Elevator","No five years property","No subway",7,51714
116.512916,39.864254,"2016-07-05",37,20,375,35011,107.11,2,2,1,1,7,"plate","2003","other","steel-concrete composite",0.5,"No elevator","Five years property","Subway",7,46072
116.328493,39.980893,"2016-09-11",106,17,1000,75758,132,3,2,1,2,18,"tower","1998","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",8,69304
116.309045,40.083072,"2016-07-05",38,23,278,32706,85,2,2,1,1,6,"plate","2000","hardcover","mixed",0.5,"No elevator","No five years property","No subway",6,41411
116.389326,39.963727,"2016-07-08",41,49,420,100000,42,2,0,1,1,4,"plate","1970","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",10,123029
116.463539,39.987791,"2016-06-23",26,7,900,63461,141.82,3,1,1,2,22,"combination of plate and tower","2007","Simplicity","steel-concrete composite",1,"Elevator","Five years property","No subway",7,79320
116.603118,39.906824,"2016-08-12",76,22,419,48721,86,2,1,1,1,15,"combination of plate and tower","2010","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",7,57024
116.461247,39.889178,"2016-06-27",30,29,230,45232,50.85,1,1,1,1,12,"combination of plate and tower","1979","Simplicity","steel-concrete composite",0.111,"Elevator","Five years property","Subway",7,56583
116.559704,39.92503,"2016-07-05",38,22,198,38908,50.89,1,0,1,1,7,"plate","2005","hardcover","steel-concrete composite",0.167,"Elevator","No five years property","No subway",7,50512
116.450891,39.822298,"2016-07-18",50,22,203,40600,50,1,1,1,1,4,"plate","2004","hardcover","mixed",0.333,"No elevator","Five years property","No subway",4,49957
116.347957,39.921131,"2016-06-18",21,39,513,99035,51.8,2,1,1,1,6,"plate","1981","hardcover","mixed",0.5,"No elevator","No five years property","Subway",10,113826
116.336945,39.882166,"2016-06-15",18,11,653,66790,97.77,2,1,1,1,28,"tower","Î´Öª","other","steel-concrete composite",0.176,"Elevator","No five years property","No subway",10,81467
116.320535,39.890098,"2016-08-24",88,20,227,51946,43.7,1,1,1,1,18,"tower","1993","Simplicity","steel-concrete composite",0.25,"Elevator","No five years property","Subway",2,58959
116.548497,39.964593,"2016-08-20",84,26,910,50838,179,4,2,1,2,9,"plate","2009","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",7,63949
116.247008,39.906426,"2016-08-18",82,7,600,59406,101,2,2,1,1,26,"combination of plate and tower","2007","Simplicity","steel-concrete composite",0.5,"Elevator","No five years property","No subway",9,64222
116.428392,39.886229,"2016-07-12",45,66,301,47032,64,2,1,1,1,6,"plate","1960","rough","mixed",0.333,"No elevator","Five years property","Subway",1,62588
116.381531,40.089564,"2016-07-25",58,20,262,25687,102,2,1,1,1,6,"plate","2009","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",6,37961
116.481581,39.938271,"2016-06-23",26,4,266.6,49711,53.63,2,1,1,1,6,"plate","1989","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",7,66766
116.477326,39.921529,"2016-06-16",19,2,500,34105,146.61,2,1,1,1,31,"tower","1999","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","Subway",7,43458
116.506714,39.968892,"2016-06-28",30,10,234,42523,55.03,2,1,1,1,6,"plate","1992","hardcover","mixed",0.25,"No elevator","No five years property","No subway",7,52048
116.224768,39.904248,"2016-08-25",89,27,336,38984,86.19,2,1,1,1,22,"tower","1995","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","No subway",9,49964
116.284043,39.936141,"2016-07-10",42,26,435,61905,70.27,2,1,1,1,7,"plate","1998","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",8,67932
116.39391,39.842515,"2016-08-23",87,17,508,58391,87,2,1,1,1,15,"combination of plate and tower","2010","Simplicity","steel-concrete composite",0.5,"Elevator","No five years property","No subway",2,66193
116.481662,39.878749,"2016-07-11",44,7,331,41725,79.33,2,2,1,1,6,"plate","1993","hardcover","mixed",0.333,"No elevator","Five years property","Subway",7,59416
116.414421,40.053513,"2016-08-25",89,38,152,30010,50.65,1,0,1,1,20,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.4,"Elevator","No five years property","Subway",7,34875
116.561289,39.830621,"2016-06-29",32,39,276,31725,87,2,1,1,1,18,"plate","2014","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",11,44200
116.632377,40.033796,"2016-07-17",50,5,210,21198,99.07,2,2,1,1,6,"plate","2000","hardcover","mixed",0.5,"No elevator","Five years property","No subway",13,29574
116.199293,39.938056,"2016-10-17",141,99,249,45306,54.96,2,1,1,1,6,"plate","1996","Simplicity","mixed",0.333,"No elevator","No five years property","No subway",9,42325
116.455684,39.967994,"2016-06-28",31,8,293,48191,60.8,2,1,1,1,6,"plate","1981","hardcover","mixed",0.333,"No elevator","Five years property","Subway",7,65909
116.435471,40.109315,"2016-06-27",30,20,245,26924,91,2,2,1,1,7,"plate","1996","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,34854
116.354913,40.040671,"2016-06-21",24,4,318,23044,138,1,1,1,2,6,"plate","2002","other","mixed",0.333,"No elevator","Five years property","Subway",8,60688
116.501166,39.91891,"2016-06-29",32,11,775,55929,138.57,3,2,1,2,30,"tower","2002","hardcover","steel-concrete composite",0.375,"Elevator","Five years property","Subway",7,65810
116.471971,39.928354,"2016-07-25",58,72,377,58432,64.52,2,1,1,1,6,"plate","1987","hardcover","mixed",0.333,"No elevator","Five years property","Subway",7,70221
116.333824,39.889469,"2016-09-14",108,42,647,64111,100.92,2,1,1,1,25,"combination of plate and tower","2003","Simplicity","steel-concrete composite",0.333,"Elevator","No five years property","Subway",10,76922
116.254113,40.220461,"2016-07-05",37,5,159,22041,72.14,1,1,1,1,6,"plate","1997","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",6,37478
116.371787,39.905909,"2016-07-16",48,22,385,77000,50,2,0,1,1,14,"plate","1979","rough","steel-concrete composite",0.074,"Elevator","Five years property","Subway",10,92127
116.474112,39.997308,"2016-06-28",30,17,910,68737,132.39,3,2,1,2,5,"plate","2002","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","Subway",7,79898
116.319387,39.856314,"2016-07-07",40,24,415,29857,139,3,2,1,2,6,"plate","2003","Simplicity","mixed",1,"No elevator","Five years property","Subway",2,51491
116.530268,39.931226,"2016-06-18",21,7,455.5,34393,132.44,3,2,1,2,24,"tower","2001","hardcover","steel-concrete composite",0.2,"Elevator","Five years property","Subway",7,49307
116.522105,39.922247,"2016-06-26",29,30,252.5,43535,58,2,1,1,1,6,"plate","1993","hardcover","mixed",0.5,"No elevator","No five years property","Subway",7,53994
116.638919,39.900576,"2016-07-31",63,22,207,38334,54,1,0,1,1,22,"tower","2009","hardcover","steel-concrete composite",0.143,"Elevator","No five years property","No subway",11,45099
116.395594,39.881597,"2016-06-23",26,6,555,82028,67.66,2,1,1,1,6,"plate","1999","Simplicity","mixed",0.333,"No elevator","Five years property","No subway",10,106800
116.49954,39.904937,"2016-07-13",46,142,193,53139,36.32,1,1,1,1,21,"combination of plate and tower","Î´Öª","other","steel-concrete composite",0.154,"Elevator","Five years property","Subway",7,66753
116.289102,39.923448,"2016-10-23",148,64,1085,109630,98.97,2,1,1,1,12,"plate","2006","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","No subway",8,104621
116.394288,39.972468,"2016-08-11",74,105,632,95613,66.1,2,1,1,1,18,"tower","1994","hardcover","mixed",0.2,"Elevator","Five years property","Subway",10,117634
116.671332,39.875677,"2016-07-06",39,16,392,43011,91.14,2,2,1,1,27,"tower","2011","hardcover","steel-concrete composite",0.273,"Elevator","No five years property","No subway",11,54117
116.29563,39.849942,"2016-07-24",57,44,273,39349,69.38,2,1,1,1,24,"tower","2000","Simplicity","steel-concrete composite",0.2,"Elevator","Five years property","Subway",2,48935
116.521774,39.94004,"2016-07-21",53,26,622,42950,144.82,3,2,1,2,27,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.667,"Elevator","Five years property","No subway",7,62598
116.504346,39.881279,"2016-07-13",45,26,375,41501,90.36,3,2,1,1,6,"plate","2002","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",7,57507
116.450137,39.87191,"2016-08-17",81,55,558,43509,128.25,3,2,1,2,22,"tower","2001","Simplicity","steel-concrete composite",0.375,"Elevator","No five years property","Subway",7,59021
116.499423,39.900278,"2016-07-30",63,66,580,46371,125.08,2,2,1,1,23,"combination of plate and tower","2005","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",7,59536
116.440482,39.988644,"2016-07-28",60,14,602.5,51958,115.96,3,1,1,2,18,"tower","1998","Simplicity","steel-concrete composite",0.2,"Elevator","No five years property","Subway",7,67419
116.081646,39.720928,"2016-07-11",44,15,185.5,21381,86.76,2,2,1,1,16,"plate","2011","rough","steel-concrete composite",0.5,"Elevator","No five years property","Subway",5,30520
116.654713,40.185553,"2016-07-31",63,4,225,24457,92,3,2,1,1,6,"plate","2011","hardcover","mixed",0.5,"No elevator","No five years property","No subway",13,32776
116.453723,39.88678,"2016-07-17",50,28,299,44036,67.9,3,1,1,1,10,"combination of plate and tower","1982","Simplicity","steel-concrete composite",0.333,"No elevator","Five years property","No subway",7,59488
116.443175,39.941889,"2016-07-16",49,48,785,74436,105.46,3,2,1,1,6,"plate","1998","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",1,93519
116.512573,39.938884,"2016-07-24",56,6,565,42165,134,3,2,1,2,14,"combination of plate and tower","2000","hardcover","steel-concrete composite",0.5,"No elevator","Five years property","No subway",7,50816
116.345917,40.066018,"2016-08-21",85,43,304.5,38423,79.25,3,1,1,1,6,"plate","1993","hardcover","mixed",0.5,"No elevator","Five years property","Subway",6,48527
116.466392,39.928321,"2016-09-20",114,11,395,63567,62.14,2,1,1,1,15,"tower","1984","rough","steel-concrete composite",0.333,"Elevator","Five years property","Subway",7,75031
116.50798,39.91836,"2016-06-21",23,16,408,43253,94.33,1,2,1,2,27,"tower","2004","hardcover","steel-concrete composite",0.4,"Elevator","Five years property","Subway",7,64855
116.254035,40.205429,"2016-07-27",59,20,202,28312,71.35,2,1,1,1,15,"combination of plate and tower","2013","hardcover","steel-concrete composite",0.4,"Elevator","No five years property","No subway",6,42231
116.454091,39.892604,"2016-07-31",64,23,200,45127,44.32,1,1,1,1,16,"tower","1986","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,58282
116.415742,40.077796,"2016-06-26",28,3,360,24976,144.14,3,1,1,2,32,"tower","2003","hardcover","mixed",0.375,"Elevator","Five years property","Subway",6,37661
116.265066,40.166068,"2016-08-24",88,27,257.9,33291,77.47,3,1,1,1,18,"plate","2009","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",6,45933
116.441781,39.991956,"2016-08-17",80,28,390,69358,56.23,1,1,1,1,24,"tower","1998","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","Subway",7,70655
116.391353,39.99299,"2016-11-04",160,6,1050,52208,201.12,3,2,1,2,32,"tower","2000","Simplicity","steel-concrete composite",0.5,"Elevator","Five years property","Subway",7,62705
116.442298,39.970551,"2016-08-10",73,76,385,56601,68.02,2,2,1,1,21,"tower","1995","Simplicity","steel-concrete composite",0.286,"Elevator","Five years property","Subway",7,68650
116.169065,39.762892,"2016-08-06",69,5,247,28069,88,2,1,1,1,10,"plate","2010","Simplicity","steel-concrete composite",0.5,"Elevator","No five years property","No subway",5,37148
116.310452,40.106498,"2016-09-14",109,31,470,50000,94,2,2,1,1,11,"plate","2012","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",6,50908
116.317097,39.632299,"2016-08-10",74,19,315,24220,130.06,3,1,1,2,19,"plate","2011","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",4,31106
116.329607,39.758883,"2016-07-14",46,69,214,28000,76.43,2,1,1,1,6,"plate","1996","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",4,35653
116.330198,40.074228,"2016-06-20",23,26,357,41148,86.76,2,1,1,1,8,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",6,50205
116.297475,39.839905,"2016-06-30",32,4,560,43314,129.29,3,2,1,2,30,"tower","2004","other","steel-concrete composite",0.3,"Elevator","Five years property","Subway",2,56527
116.659766,40.128078,"2016-08-15",78,36,266,37502,70.93,2,1,1,1,6,"plate","1987","hardcover","mixed",0.5,"No elevator","Five years property","No subway",13,49442
116.347685,39.792197,"2016-07-10",42,39,262,41954,62.45,2,1,1,1,23,"plate","2014","hardcover","steel-concrete composite",0.25,"Elevator","No five years property","Subway",4,54858
116.421118,39.870943,"2016-09-06",100,10,345,67489,51.12,1,1,1,1,9,"combination of plate and tower","1994","Simplicity","mixed",0.08,"Elevator","Five years property","Subway",1,69605
116.367137,40.040209,"2016-06-19",21,11,272.5,57795,47.15,1,1,1,1,6,"plate","2000","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",8,64588
116.395202,39.961718,"2016-07-31",64,34,478,120404,39.7,1,1,1,1,6,"plate","1981","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",10,133455
116.587907,39.920397,"2016-06-27",29,36,260,39377,66.03,2,1,1,1,7,"plate","1998","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",7,48937
116.367845,39.935365,"2016-07-08",40,42,970,107480,90.25,2,2,1,1,16,"combination of plate and tower","2007","Simplicity","steel-concrete composite",0.667,"Elevator","Five years property","Subway",10,141922
116.421842,40.119709,"2016-08-31",94,86,398,28551,139.4,3,2,1,2,6,"plate","2008","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,42127
116.318694,40.087485,"2016-07-16",49,14,345,28825,119.69,3,1,1,2,6,"plate","2008","hardcover","mixed",0.5,"No elevator","Five years property","No subway",6,36774
116.348379,39.898284,"2016-07-02",34,18,419,57674,72.65,1,0,1,1,28,"tower","2004","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",10,80976
116.330146,40.039456,"2016-06-25",28,50,268,54694,49,1,1,1,1,9,"plate","2008","other","steel-concrete composite",0.333,"Elevator","Five years property","Subway",8,65533
116.291025,39.821878,"2016-07-23",55,11,507,38121,133,4,2,1,2,7,"plate","2004","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",2,51127
116.435055,39.941656,"2016-08-13",77,60,598,90074,66.39,2,1,1,1,7,"plate","2003","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",1,104629
116.429352,39.904538,"2016-07-27",59,44,526,77002,68.31,3,0,1,1,16,"combination of plate and tower","2006","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","Subway",1,94514
116.383716,39.923114,"2016-06-30",32,14,480,114286,42,1,1,1,1,4,"plate","1994","hardcover","brick and concrete",0.333,"No elevator","No five years property","Subway",10,131810
116.416748,39.979413,"2016-06-16",18,25,836,83600,100,2,2,1,2,7,"plate","2014","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,105096
116.454135,39.850772,"2016-07-13",45,16,129,33948,38,1,0,1,1,23,"tower","2011","hardcover","steel-concrete composite",0.312,"Elevator","No five years property","Subway",7,44711
116.341759,39.755588,"2016-07-03",36,1,512,42900,119.35,3,2,1,2,11,"combination of plate and tower","2007","Simplicity","steel-concrete composite",0.5,"Elevator","Five years property","Subway",4,46505
116.493655,39.905367,"2016-06-30",32,4,285,49360,57.74,1,1,1,1,28,"tower","2006","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","Subway",7,65499
116.475053,39.885225,"2016-09-11",106,566,343,48195,71.17,2,1,1,1,14,"combination of plate and tower","2000","hardcover","steel-concrete composite",1,"Elevator","Five years property","Subway",7,54558
116.330146,40.039456,"2016-07-24",56,31,420,50603,83,2,1,1,1,9,"plate","2008","Simplicity","steel-concrete composite",0.333,"Elevator","Five years property","Subway",8,65533
116.375054,40.018311,"2016-09-21",115,85,375,70146,53.46,1,1,1,1,6,"plate","2000","hardcover","mixed",0.5,"No elevator","No five years property","No subway",7,70292
116.40635,40.052459,"2016-06-29",32,11,292,35732,81.72,2,1,1,1,6,"plate","1998","other","mixed",0.333,"No elevator","Five years property","No subway",6,45724
116.42537,40.052808,"2016-07-29",61,39,471.5,46371,101.68,2,1,1,1,25,"tower","2008","other","steel-concrete composite",0.3,"Elevator","Five years property","Subway",7,60785
116.369672,40.021,"2016-07-12",44,49,510,55756,91.47,2,1,1,1,15,"combination of plate and tower","2003","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","No subway",7,65311
116.220283,40.043636,"2016-06-17",20,5,440,47827,92,3,1,1,1,8,"combination of plate and tower","2011","other","steel-concrete composite",0.25,"Elevator","No five years property","No subway",8,63444
116.321953,40.058245,"2016-07-12",44,58,298.5,41424,72.06,1,1,1,1,18,"tower","2000","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",8,60019
116.508181,39.807662,"2016-06-16",18,13,90,18996,47.38,1,1,1,1,16,"tower","2008","hardcover","steel-concrete composite",0.2,"Elevator","No five years property","Subway",3,28609
116.220283,40.043636,"2016-08-18",81,52,530,52711,100.55,2,2,1,1,8,"combination of plate and tower","2010","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",8,63444
116.521988,39.927428,"2016-06-21",23,3,323,55347,58.36,1,1,1,1,20,"tower","2006","Simplicity","steel-concrete composite",0.167,"Elevator","Five years property","Subway",7,73994
116.689177,39.931339,"2016-08-10",73,16,459,53373,86,3,1,1,1,27,"tower","2012","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","No subway",11,58577
116.527898,39.920581,"2016-07-28",60,23,366,45750,80,1,1,1,1,24,"tower","2003","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,55177
116.337956,39.714942,"2016-07-11",43,5,248,27280,90.91,2,2,1,1,6,"plate","2006","Simplicity","brick and concrete",0.5,"No elevator","Five years property","No subway",4,36258
116.479695,39.993376,"2016-07-02",34,22,298,39356,75.72,1,1,1,1,14,"combination of plate and tower","2004","other","steel-concrete composite",0.098,"Elevator","Five years property","Subway",7,63737
116.249025,40.218067,"2016-07-04",37,13,164,26732,61.35,2,1,1,1,6,"plate","1998","hardcover","mixed",0.333,"No elevator","No five years property","No subway",6,38558
116.45208,39.904622,"2016-06-30",32,17,409,67526,60.57,1,1,1,1,22,"tower","2004","hardcover","steel-concrete composite",0.273,"Elevator","No five years property","Subway",1,81362
116.488317,39.986338,"2016-07-07",39,29,245,44352,55.24,2,1,1,1,6,"tower","1983","Simplicity","mixed",0.2,"No elevator","Five years property","Subway",7,53772
116.255335,39.897245,"2016-06-25",27,2,405,40100,101,2,1,1,1,26,"tower","2002","hardcover","steel-concrete composite",0.3,"Elevator","Five years property","No subway",2,46872
116.44963,39.932898,"2016-07-25",57,28,460,59104,77.83,3,1,1,1,7,"plate","1992","Simplicity","steel-concrete composite",0.25,"No elevator","Five years property","Subway",7,75677
116.43466,39.913621,"2016-06-20",22,12,580,60676,95.59,2,1,1,1,23,"tower","1993","hardcover","steel-concrete composite",0.042,"No elevator","Five years property","Subway",1,65375
116.543161,40.097129,"2016-06-21",23,4,840,44211,190,3,2,1,2,14,"plate","2013","rough","steel-concrete composite",1,"Elevator","No five years property","No subway",13,58692
116.315943,40.060937,"2016-08-19",82,45,630,70787,89,2,2,1,2,6,"plate","2012","hardcover","steel-concrete composite",0.125,"Elevator","No five years property","Subway",8,75604
116.338397,39.760335,"2016-07-21",53,8,348,39987,87.03,2,2,1,1,33,"combination of plate and tower","2015","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",4,47847
116.33414,39.908596,"2017-02-28",276,90,1100,119501,92.05,2,1,1,1,16,"combination of plate and tower","2009","hardcover","steel-concrete composite",0.5,"Elevator","No five years property","Subway",8,106969
116.488874,39.788231,"2016-07-25",57,0,648,39513,164,3,2,1,2,21,"plate","2013","Simplicity","steel-concrete composite",1,"Elevator","No five years property","No subway",3,54435
116.688527,39.899168,"2016-08-27",91,28,295,39930,73.88,3,1,1,1,6,"plate","1992","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",11,43011
116.117724,39.941152,"2016-09-07",102,42,402,23906,168.16,3,1,1,2,16,"combination of plate and tower","2005","other","steel-concrete composite",0.5,"Elevator","No five years property","No subway",12,39492
116.247907,39.839983,"2016-06-16",18,53,184.8,29640,62.35,1,1,1,1,22,"combination of plate and tower","2007","other","steel-concrete composite",0.25,"Elevator","Five years property","No subway",2,39342
116.448623,39.945062,"2016-08-27",90,25,830,86839,95.58,1,1,1,1,17,"combination of plate and tower","2008","hardcover","steel-concrete composite",0.667,"Elevator","Five years property","Subway",1,105084
116.22664,39.907108,"2016-07-12",44,26,418,37146,112.53,3,2,1,1,18,"tower","1998","hardcover","steel-concrete composite",0.25,"Elevator","Five years property","No subway",9,47958
116.406466,39.957716,"2016-06-25",28,12,495,76413,64.78,1,1,1,1,24,"combination of plate and tower","2005","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",1,90360
116.352899,39.889225,"2016-09-19",113,40,494.5,79019,62.58,2,2,1,1,6,"plate","1983","hardcover","mixed",0.333,"No elevator","No five years property","No subway",10,79570
116.43942,40.072066,"2017-03-15",290,208,454,42602,106.57,2,1,1,1,16,"tower","2001","hardcover","mixed",0.25,"Elevator","Five years property","No subway",6,40934
116.319699,39.62703,"2016-07-09",41,3,189,14882,127,2,2,1,1,12,"plate","2005","rough","steel-concrete composite",0.25,"No elevator","Five years property","No subway",4,30673
116.291418,39.937341,"2016-08-15",78,26,285,68182,41.8,1,1,1,1,6,"plate","1996","Simplicity","mixed",0.333,"No elevator","Five years property","Subway",8,75942
116.334485,39.890374,"2016-08-07",70,35,475,68841,69,1,1,1,1,26,"tower","2000","hardcover","steel-concrete composite",0.2,"Elevator","No five years property","Subway",10,81624
116.446995,39.961109,"2016-07-02",34,18,289.5,49010,59.07,2,1,1,1,6,"plate","1992","Simplicity","mixed",0.5,"No elevator","Five years property","Subway",7,65244
116.366335,39.877194,"2016-07-16",48,6,345,77581,44.47,1,1,1,1,6,"plate","1985","Simplicity","mixed",0.333,"No elevator","No five years property","No subway",10,89209
116.371664,40.005016,"2016-08-08",71,37,335,67405,49.7,2,1,1,1,6,"plate","1992","hardcover","mixed",0.5,"No elevator","Five years property","Subway",8,75738
116.48154,39.918388,"2016-06-25",27,27,300,61564,48.73,1,0,1,1,33,"tower","2001","hardcover","steel-concrete composite",0.3,"Elevator","Five years property","Subway",7,77310
116.49709,39.985968,"2016-06-24",26,15,493,35107,140.43,2,2,1,2,26,"tower","2002","hardcover","steel-concrete composite",0.375,"Elevator","No five years property","Subway",7,52106
116.639934,40.143448,"2016-07-12",44,19,220,27138,81.07,2,2,1,1,6,"plate","2003","hardcover","mixed",0.5,"No elevator","Five years property","No subway",13,34332
116.315345,39.986669,"2016-07-04",36,8,579.5,78311,74,2,2,1,2,10,"combination of plate and tower","Î´Öª","hardcover","steel-concrete composite",0.111,"Elevator","No five years property","Subway",8,96798
116.420099,39.901616,"2016-07-04",36,10,409,76736,53.3,1,1,1,1,6,"plate","2003","Simplicity","steel-concrete composite",0.25,"No elevator","Five years property","Subway",1,96498
116.42537,40.052808,"2016-07-06",38,25,343.5,48083,71.44,1,1,1,1,25,"tower","2007","hardcover","steel-concrete composite",0.3,"Elevator","Five years property","Subway",7,60785
116.315445,40.074203,"2016-06-19",21,6,366.8,39243,93.47,2,1,1,1,25,"plate","2013","Simplicity","steel-concrete composite",0.667,"Elevator","No five years property","No subway",6,45536
116.689177,39.931339,"2016-06-27",29,18,169,42250,40,1,0,1,1,27,"tower","2012","hardcover","steel-concrete composite",0.333,"Elevator","No five years property","No subway",11,58577
116.330198,40.074228,"2016-07-01",33,29,418,41387,101,2,1,1,1,15,"plate","2007","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",6,50205
116.44931,39.964914,"2016-08-09",72,48,266,45323,58.69,1,1,1,1,20,"tower","2008","hardcover","steel-concrete composite",0.3,"Elevator","No five years property","Subway",7,52182
116.389739,39.890281,"2016-09-06",100,56,870,92554,94,2,1,1,1,15,"combination of plate and tower","2004","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",10,103264
116.440442,39.919755,"2016-06-21",23,4,420,48438,86.71,1,1,1,1,24,"tower","2008","hardcover","steel-concrete composite",0.346,"Elevator","No five years property","Subway",1,49770
116.377737,40.012518,"2016-08-08",71,25,220,47049,46.76,1,0,1,1,16,"combination of plate and tower","2007","hardcover","steel-concrete composite",0.154,"Elevator","No five years property","Subway",7,62834
116.490126,39.920449,"2016-08-07",70,71,125,41667,30,1,1,1,1,6,"plate","1991","other","mixed",0.059,"Elevator","No five years property","No subway",7,55778
116.31794,39.945339,"2016-06-25",27,7,1050,62500,168,3,1,1,2,14,"tower","2004","hardcover","steel-concrete composite",0.333,"Elevator","Five years property","Subway",8,81503
116.446047,39.964131,"2016-08-22",85,30,368,62131,59.23,2,1,1,1,18,"tower","1988","hardcover","steel-concrete composite",0.4,"Elevator","No five years property","Subway",7,69318
116.121949,40.215899,"2016-07-20",52,20,140,16868,83,2,1,1,1,6,"plate","2008","hardcover","mixed",0.5,"No elevator","No five years property","No subway",6,28158
116.436169,40.001247,"2016-06-25",27,4,555,43937,126.32,3,2,1,2,22,"tower","1997","Simplicity","steel-concrete composite",0.25,"Elevator","Five years property","Subway",7,62456
116.320535,39.890098,"2016-08-04",67,21,282,56288,50.1,2,1,1,1,6,"plate","1980","hardcover","mixed",0.333,"No elevator","Five years property","Subway",2,58959
116.511545,39.904464,"2016-07-20",52,85,349,46909,74.4,1,1,1,1,22,"plate","2009","hardcover","steel-concrete composite",0.5,"Elevator","Five years property","Subway",7,59025
116.511963,39.918936,"2016-08-31",94,29,930,63756,145.87,3,2,1,2,18,"combination of plate and tower","2008","hardcover","steel-concrete composite",0.667,"Elevator","Five years property","No subway",7,74295
116.385994,39.995747,"2016-08-27",90,29,378,54958,68.78,2,1,1,1,16,"tower","1987","Simplicity","steel-concrete composite",0.25,"Elevator","No five years property","No subway",7,67745
116.430843,39.998466,"2016-07-02",34,16,290,50009,57.99,2,1,1,1,6,"plate","1992","Simplicity","mixed",0.5,"No elevator","No five years property","Subway",7,72718
116.381307,39.970874,"2016-08-08",71,87,578,95066,60.8,2,1,1,1,16,"tower","1988","hardcover","mixed",0.25,"Elevator","Five years property","No subway",10,130635
116.466526,39.806206,"2016-08-17",80,54,373,30554,122.08,3,2,1,2,7,"plate","2003","Simplicity","steel-concrete composite",0.5,"No elevator","Five years property","No subway",4,46232
116.429292,40.111125,"2016-06-16",18,4,270,30338,89,2,1,1,1,7,"plate","2000","Simplicity","mixed",0.5,"No elevator","Five years property","No subway",6,42786
116.292014,39.928693,"2016-10-11",135,44,438,71910,60.91,2,1,1,1,6,"plate","1990","hardcover","mixed",0.2,"No elevator","Five years property","Subway",8,75858
